NDC,CUI_L1_NAME,BRAND_GENERIC,CUI_L2_NAME_ARRAY,INGREDIENT_NAME_ARRAY,BRANDED_INGREDIENT_NAME_ARRAY,PKG_STRENGTH,PKG_QTY,STRENGTH_MG,DFG_NAME_ARRAY,DF_NAME_ARRAY,PIN_NAME_ARRAY,ALL_INGREDIENTS
63824005718,12 hr guaifenesin 600 mg / pseudoephedrine hydrochloride 60 mg extended release oral tablet,generic,"[
  ""guaifenesin 600 mg"",
  ""pseudoephedrine hydrochloride 60 mg""
]","[
  ""guaifenesin"",
  ""pseudoephedrine""
]",[],600 MG / 60 MG,12 HR,600.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""guaifenesin / pseudoephedrine Oral Product"",
  ""guaifenesin / pseudoephedrine Pill""
]",,guaifenesin || pseudoephedrine
63824017563,12 hr dextromethorphan polistirex 6 mg/ml extended release suspension [delsym],brand,"[
  ""dextromethorphan polistirex 6 mg/ml [delsym]""
]","[
  ""dextromethorphan""
]","[
  ""Delsym""
]",6 MG/ML (expressed as dextromethorphan polistirex),12 HR,6.0,"[
  ""Oral Product"",
  ""Oral Liquid Product""
]","[
  ""Delsym Oral Product"",
  ""Delsym Oral Liquid Product""
]","[
  ""dextromethorphan hydrobromide"",
  ""dextromethorphan polistirex"",
  ""dextromethorphan tannate"",
  ""dextromethorphan hydrochloride"",
  ""dextromethorphan hydroiodide""
]",dextromethorphan || Delsym
49483000301,bisacodyl 5 mg delayed release oral tablet,generic,"[
  ""bisacodyl 5 mg""
]","[
  ""bisacodyl""
]",[],5 MG,,5.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""bisacodyl Oral Product"",
  ""bisacodyl Pill""
]",,bisacodyl
49483048112,aspirin 81 mg oral tablet,generic,"[
  ""aspirin 81 mg""
]","[
  ""aspirin""
]",[],81 MG,,81.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""aspirin Oral Product"",
  ""aspirin Pill""
]","[
  ""acetylsalicylate sodium""
]",aspirin
49483048112,aspirin 81 mg delayed release oral tablet,generic,"[
  ""aspirin 81 mg""
]","[
  ""aspirin""
]",[],81 MG,,81.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""aspirin Oral Product"",
  ""aspirin Pill""
]","[
  ""acetylsalicylate sodium""
]",aspirin
49483060350,ibuprofen 600 mg oral tablet,generic,"[
  ""ibuprofen 600 mg""
]","[
  ""ibuprofen""
]",[],600 MG,,600.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""ibuprofen Oral Product"",
  ""ibuprofen Pill""
]","[
  ""ibuprofen, sodium salt"",
  ""ibuprofen lysine""
]",ibuprofen
49483060450,ibuprofen 800 mg oral tablet,generic,"[
  ""ibuprofen 800 mg""
]","[
  ""ibuprofen""
]",[],800 MG,,800.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""ibuprofen Oral Product"",
  ""ibuprofen Pill""
]","[
  ""ibuprofen, sodium salt"",
  ""ibuprofen lysine""
]",ibuprofen
49483060550,gabapentin 100 mg oral capsule,generic,"[
  ""gabapentin 100 mg""
]","[
  ""gabapentin""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
49483060650,gabapentin 300 mg oral capsule,generic,"[
  ""gabapentin 300 mg""
]","[
  ""gabapentin""
]",[],300 MG,,300.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
49483060750,gabapentin 400 mg oral capsule,generic,"[
  ""gabapentin 400 mg""
]","[
  ""gabapentin""
]",[],400 MG,,400.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""gabapentin Oral Product"",
  ""gabapentin Pill""
]","[
  ""gabapentin enacarbil""
]",gabapentin
49483061850,naproxen 500 mg oral tablet,generic,"[
  ""naproxen 500 mg""
]","[
  ""naproxen""
]",[],500 MG,,500.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""naproxen Oral Product"",
  ""naproxen Pill""
]","[
  ""naproxen sodium""
]",naproxen
49483062110,metformin hydrochloride 850 mg oral tablet,generic,"[
  ""metformin hydrochloride 850 mg""
]","[
  ""metformin""
]",[],850 MG,,850.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""metformin Oral Product"",
  ""metformin Pill""
]","[
  ""metformin hydrochloride""
]",metformin
49483062181,metformin hydrochloride 850 mg oral tablet,generic,"[
  ""metformin hydrochloride 850 mg""
]","[
  ""metformin""
]",[],850 MG,,850.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""metformin Oral Product"",
  ""metformin Pill""
]","[
  ""metformin hydrochloride""
]",metformin
49483062310,24 hr metformin hydrochloride 500 mg extended release oral tablet,generic,"[
  ""metformin hydrochloride 500 mg""
]","[
  ""metformin""
]",[],500 MG,24 HR,500.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""metformin Oral Product"",
  ""metformin Pill""
]","[
  ""metformin hydrochloride""
]",metformin
49483062350,24 hr metformin hydrochloride 500 mg extended release oral tablet,generic,"[
  ""metformin hydrochloride 500 mg""
]","[
  ""metformin""
]",[],500 MG,24 HR,500.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""metformin Oral Product"",
  ""metformin Pill""
]","[
  ""metformin hydrochloride""
]",metformin
00591578301,atenolol 100 mg / chlorthalidone 25 mg oral tablet,generic,"[
  ""atenolol 100 mg"",
  ""chlorthalidone 25 mg""
]","[
  ""atenolol"",
  ""chlorthalidone""
]",[],100 MG / 25 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""atenolol / chlorthalidone Oral Product"",
  ""atenolol / chlorthalidone Pill""
]",,atenolol || chlorthalidone
00591578801,nortriptyline 50 mg oral capsule,generic,"[
  ""nortriptyline 50 mg""
]","[
  ""nortriptyline""
]",[],50 MG,,50.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""nortriptyline Oral Product"",
  ""nortriptyline Pill""
]","[
  ""nortriptyline hydrochloride""
]",nortriptyline
00591588201,methylphenidate hydrochloride 5 mg oral tablet,generic,"[
  ""methylphenidate hydrochloride 5 mg""
]","[
  ""methylphenidate""
]",[],5 MG,,5.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""methylphenidate Oral Product"",
  ""methylphenidate Pill""
]","[
  ""methylphenidate hydrochloride""
]",methylphenidate
00597000601,clonidine hydrochloride 0.1 mg oral tablet [catapres],brand,"[
  ""clonidine hydrochloride 0.1 mg [catapres]""
]","[
  ""clonidine""
]","[
  ""Catapres""
]",0.1 MG,,0.1,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Catapres Oral Product"",
  ""Catapres Pill""
]","[
  ""clonidine hydrochloride""
]",clonidine || Catapres
00597002402,120 actuat albuterol 0.1 mg/actuat / ipratropium bromide 0.02 mg/actuat inhalation spray [combivent],brand,"[
  ""albuterol 0.1 mg/actuat / ipratropium bromide 0.02 mg/actuat [combivent]"",
  ""albuterol 0.1 mg/actuat / ipratropium bromide 0.02 mg/actuat [combivent]""
]","[
  ""albuterol"",
  ""ipratropium""
]","[
  ""Combivent""
]",0.1 MG/ACTUAT / 0.02 MG/ACTUAT,120 ACTUAT,0.1,"[
  ""Inhalant Product""
]","[
  ""Combivent Inhalant Product""
]","[
  ""albuterol sulfate""
]",albuterol || ipratropium || Combivent
00597002901,meloxicam 7.5 mg oral tablet [mobic],brand,"[
  ""meloxicam 7.5 mg [mobic]""
]","[
  ""meloxicam""
]","[
  ""Mobic""
]",7.5 MG,,7.5,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Mobic Oral Product"",
  ""Mobic Pill""
]",,meloxicam || Mobic
00597003001,meloxicam 15 mg oral tablet [mobic],brand,"[
  ""meloxicam 15 mg [mobic]""
]","[
  ""meloxicam""
]","[
  ""Mobic""
]",15 MG,,15.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Mobic Oral Product"",
  ""Mobic Pill""
]",,meloxicam || Mobic
00597004037,telmisartan 40 mg oral tablet [micardis],brand,"[
  ""telmisartan 40 mg [micardis]""
]","[
  ""telmisartan""
]","[
  ""Micardis""
]",40 MG,,40.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Micardis Oral Product"",
  ""Micardis Pill""
]",,telmisartan || Micardis
00597005301,glucagon (rdna) 1 mg injection [glucagen],brand,"[
  ""glucagon (rdna) 1 mg [glucagen]""
]","[
  ""glucagon""
]","[
  ""GlucaGen""
]",1 MG (expressed as glucagon (rDNA)),,1.0,"[
  ""Injectable Product""
]","[
  ""GlucaGen Injectable Product""
]","[
  ""glucagon hydrochloride"",
  ""glucagon (rDNA)""
]",glucagon || GlucaGen
00597007541,tiotropium 0.018 mg inhalation powder [spiriva],brand,"[
  ""tiotropium 0.018 mg [spiriva]""
]","[
  ""tiotropium""
]","[
  ""Spiriva""
]",0.018 MG,,0.0,"[
  ""Inhalant Product""
]","[
  ""Spiriva Inhalant Product""
]","[
  ""tiotropium bromide monohydrate"",
  ""tiotropium bromide mono"",
  ""tiotropium bromide, anhydrous"",
  ""tiotropium bromide""
]",tiotropium || Spiriva
00597007547,tiotropium 0.018 mg inhalation powder [spiriva],brand,"[
  ""tiotropium 0.018 mg [spiriva]""
]","[
  ""tiotropium""
]","[
  ""Spiriva""
]",0.018 MG,,0.0,"[
  ""Inhalant Product""
]","[
  ""Spiriva Inhalant Product""
]","[
  ""tiotropium bromide monohydrate"",
  ""tiotropium bromide mono"",
  ""tiotropium bromide, anhydrous"",
  ""tiotropium bromide""
]",tiotropium || Spiriva
00597008717,200 actuat ipratropium bromide 0.017 mg/actuat metered dose inhaler [atrovent],brand,"[
  ""ipratropium bromide 0.017 mg/actuat [atrovent]""
]","[
  ""ipratropium""
]","[
  ""Atrovent""
]",0.017 MG/ACTUAT,200 ACTUAT,0.0,"[
  ""Inhalant Product""
]","[
  ""Atrovent Inhalant Product""
]","[
  ""ipratropium bromide monohydrate"",
  ""ipratropium bromide anhydrous"",
  ""ipratropium cation"",
  ""ipratropium bromide""
]",ipratropium || Atrovent
00597010061,60 actuat tiotropium 0.0025 mg/actuat inhalation spray [spiriva],brand,"[
  ""tiotropium 0.0025 mg/actuat [spiriva]""
]","[
  ""tiotropium""
]","[
  ""Spiriva""
]",0.0025 MG/ACTUAT,60 ACTUAT,0.0,"[
  ""Inhalant Product""
]","[
  ""Spiriva Inhalant Product""
]","[
  ""tiotropium bromide monohydrate"",
  ""tiotropium bromide mono"",
  ""tiotropium bromide, anhydrous"",
  ""tiotropium bromide""
]",tiotropium || Spiriva
00597013554,dabigatran etexilate 150 mg oral capsule [pradaxa],brand,"[
  ""dabigatran etexilate 150 mg [pradaxa]""
]","[
  ""dabigatran etexilate""
]","[
  ""Pradaxa""
]",150 MG,,150.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Pradaxa Oral Product"",
  ""Pradaxa Pill""
]","[
  ""dabigatran etexilate mesylate""
]",dabigatran etexilate || Pradaxa
00597013560,dabigatran etexilate 150 mg oral capsule [pradaxa],brand,"[
  ""dabigatran etexilate 150 mg [pradaxa]""
]","[
  ""dabigatran etexilate""
]","[
  ""Pradaxa""
]",150 MG,,150.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Pradaxa Oral Product"",
  ""Pradaxa Pill""
]","[
  ""dabigatran etexilate mesylate""
]",dabigatran etexilate || Pradaxa
00597014954,dabigatran etexilate 75 mg oral capsule [pradaxa],brand,"[
  ""dabigatran etexilate 75 mg [pradaxa]""
]","[
  ""dabigatran etexilate""
]","[
  ""Pradaxa""
]",75 MG,,75.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Pradaxa Oral Product"",
  ""Pradaxa Pill""
]","[
  ""dabigatran etexilate mesylate""
]",dabigatran etexilate || Pradaxa
00597015230,empagliflozin 10 mg oral tablet [jardiance],brand,"[
  ""empagliflozin 10 mg [jardiance]""
]","[
  ""empagliflozin""
]","[
  ""Jardiance""
]",10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Jardiance Oral Product"",
  ""Jardiance Pill""
]",,empagliflozin || Jardiance
00597015290,empagliflozin 10 mg oral tablet [jardiance],brand,"[
  ""empagliflozin 10 mg [jardiance]""
]","[
  ""empagliflozin""
]","[
  ""Jardiance""
]",10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Jardiance Oral Product"",
  ""Jardiance Pill""
]",,empagliflozin || Jardiance
00597015330,empagliflozin 25 mg oral tablet [jardiance],brand,"[
  ""empagliflozin 25 mg [jardiance]""
]","[
  ""empagliflozin""
]","[
  ""Jardiance""
]",25 MG,,25.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Jardiance Oral Product"",
  ""Jardiance Pill""
]",,empagliflozin || Jardiance
00597015390,empagliflozin 25 mg oral tablet [jardiance],brand,"[
  ""empagliflozin 25 mg [jardiance]""
]","[
  ""empagliflozin""
]","[
  ""Jardiance""
]",25 MG,,25.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Jardiance Oral Product"",
  ""Jardiance Pill""
]",,empagliflozin || Jardiance
00597015561,60 actuat olodaterol 0.0025 mg/actuat / tiotropium 0.0025 mg/actuat inhalation spray [stiolto],brand,"[
  ""olodaterol 0.0025 mg/actuat / tiotropium 0.0025 mg/actuat [stiolto]"",
  ""olodaterol 0.0025 mg/actuat / tiotropium 0.0025 mg/actuat [stiolto]""
]","[
  ""tiotropium"",
  ""olodaterol""
]","[
  ""Stiolto""
]",0.0025 MG/ACTUAT / 0.0025 MG/ACTUAT,60 ACTUAT,0.0,"[
  ""Inhalant Product""
]","[
  ""Stiolto Inhalant Product""
]","[
  ""tiotropium bromide monohydrate"",
  ""tiotropium bromide mono"",
  ""tiotropium bromide, anhydrous"",
  ""tiotropium bromide""
]",tiotropium || olodaterol || Stiolto
00597016061,60 actuat tiotropium 0.00125 mg/actuat inhalation spray [spiriva],brand,"[
  ""tiotropium 0.00125 mg/actuat [spiriva]""
]","[
  ""tiotropium""
]","[
  ""Spiriva""
]",0.00125 MG/ACTUAT,60 ACTUAT,0.0,"[
  ""Inhalant Product""
]","[
  ""Spiriva Inhalant Product""
]","[
  ""tiotropium bromide monohydrate"",
  ""tiotropium bromide mono"",
  ""tiotropium bromide, anhydrous"",
  ""tiotropium bromide""
]",tiotropium || Spiriva
00597016439,empagliflozin 25 mg / linagliptin 5 mg oral tablet [glyxambi],brand,"[
  ""empagliflozin 25 mg / linagliptin 5 mg [glyxambi]"",
  ""empagliflozin 25 mg / linagliptin 5 mg [glyxambi]""
]","[
  ""linagliptin"",
  ""empagliflozin""
]","[
  ""Glyxambi""
]",25 MG / 5 MG,,25.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Glyxambi Oral Product"",
  ""Glyxambi Pill""
]",,linagliptin || empagliflozin || Glyxambi
00597036055,dabigatran etexilate 150 mg oral capsule [pradaxa],brand,"[
  ""dabigatran etexilate 150 mg [pradaxa]""
]","[
  ""dabigatran etexilate""
]","[
  ""Pradaxa""
]",150 MG,,150.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""Pradaxa Oral Product"",
  ""Pradaxa Pill""
]","[
  ""dabigatran etexilate mesylate""
]",dabigatran etexilate || Pradaxa
00603002622,aspirin 81 mg delayed release oral tablet,generic,"[
  ""aspirin 81 mg""
]","[
  ""aspirin""
]",[],81 MG,,81.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""aspirin Oral Product"",
  ""aspirin Pill""
]","[
  ""acetylsalicylate sodium""
]",aspirin
00603002632,aspirin 81 mg delayed release oral tablet,generic,"[
  ""aspirin 81 mg""
]","[
  ""aspirin""
]",[],81 MG,,81.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""aspirin Oral Product"",
  ""aspirin Pill""
]","[
  ""acetylsalicylate sodium""
]",aspirin
00603015021,docusate sodium 100 mg oral capsule,generic,"[
  ""docusate sodium 100 mg""
]","[
  ""docusate""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""docusate Oral Product"",
  ""docusate Pill""
]","[
  ""di-n-octyl sodium sulfosuccinate"",
  ""docusate sodium"",
  ""docusate calcium"",
  ""docusate potassium""
]",docusate
00603015032,docusate sodium 100 mg oral capsule,generic,"[
  ""docusate sodium 100 mg""
]","[
  ""docusate""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""docusate Oral Product"",
  ""docusate Pill""
]","[
  ""di-n-octyl sodium sulfosuccinate"",
  ""docusate sodium"",
  ""docusate calcium"",
  ""docusate potassium""
]",docusate
00603017932,ferrous sulfate 325 mg oral tablet,generic,"[
  ""ferrous sulfate 325 mg""
]","[
  ""ferrous sulfate""
]",[],325 MG,,325.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""ferrous sulfate Oral Product"",
  ""ferrous sulfate Pill""
]","[
  ""ferrous sulfate,dried""
]",ferrous sulfate
00603020922,magnesium oxide 400 mg oral tablet,generic,"[
  ""magnesium oxide 400 mg""
]","[
  ""magnesium oxide""
]",[],400 MG,,400.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""magnesium oxide Oral Product"",
  ""magnesium oxide Pill""
]",,magnesium oxide
00603026332,acetaminophen 325 mg oral tablet,generic,"[
  ""acetaminophen 325 mg""
]","[
  ""acetaminophen""
]",[],325 MG,,325.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""acetaminophen Oral Product"",
  ""acetaminophen Pill""
]",,acetaminophen
00603028221,"sennosides, usp 8.6 mg oral tablet",generic,"[
  ""sennosides, usp 8.6 mg""
]","[
  ""sennosides, USP""
]",[],8.6 MG,,8.6,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sennosides, USP Oral Product"",
  ""sennosides, USP Pill""
]","[
  ""senna concentrate"",
  ""sennoside A&B, calcium salt""
]","sennosides, USP"
00603028232,"sennosides, usp 8.6 mg oral tablet",generic,"[
  ""sennosides, usp 8.6 mg""
]","[
  ""sennosides, USP""
]",[],8.6 MG,,8.6,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""sennosides, USP Oral Product"",
  ""sennosides, USP Pill""
]","[
  ""senna concentrate"",
  ""sennoside A&B, calcium salt""
]","sennosides, USP"
00603064988,capsaicin 0.75 mg/ml topical cream,generic,"[
  ""capsaicin 0.75 mg/ml""
]","[
  ""capsaicin""
]",[],0.75 MG/ML,,0.8,"[
  ""Topical Product""
]","[
  ""capsaicin Topical Product""
]",,capsaicin
00603082358,diphenhydramine hydrochloride 2.5 mg/ml oral solution,generic,"[
  ""diphenhydramine hydrochloride 2.5 mg/ml""
]","[
  ""diphenhydramine""
]",[],2.5 MG/ML,,2.5,"[
  ""Oral Product"",
  ""Oral Liquid Product""
]","[
  ""diphenhydramine Oral Liquid Product"",
  ""diphenhydramine Oral Product""
]","[
  ""diphenhydramine hydrochloride"",
  ""diphenhydramine diacefyllinate"",
  ""diphenhydramine tannate"",
  ""diphenhydramine citrate""
]",diphenhydramine
00603082381,diphenhydramine hydrochloride 2.5 mg/ml oral solution,generic,"[
  ""diphenhydramine hydrochloride 2.5 mg/ml""
]","[
  ""diphenhydramine""
]",[],2.5 MG/ML,,2.5,"[
  ""Oral Product"",
  ""Oral Liquid Product""
]","[
  ""diphenhydramine Oral Liquid Product"",
  ""diphenhydramine Oral Product""
]","[
  ""diphenhydramine hydrochloride"",
  ""diphenhydramine diacefyllinate"",
  ""diphenhydramine tannate"",
  ""diphenhydramine citrate""
]",diphenhydramine
54458086910,pravastatin sodium 20 mg oral tablet,generic,"[
  ""pravastatin sodium 20 mg""
]","[
  ""pravastatin""
]",[],20 MG,,20.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""pravastatin Oral Product"",
  ""pravastatin Pill""
]","[
  ""pravastatin sodium""
]",pravastatin
54458087810,hydrochlorothiazide 50 mg oral tablet,generic,"[
  ""hydrochlorothiazide 50 mg""
]","[
  ""hydrochlorothiazide""
]",[],50 MG,,50.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""hydrochlorothiazide Oral Product"",
  ""hydrochlorothiazide Pill""
]",,hydrochlorothiazide
54458087910,hydrochlorothiazide 25 mg oral tablet,generic,"[
  ""hydrochlorothiazide 25 mg""
]","[
  ""hydrochlorothiazide""
]",[],25 MG,,25.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""hydrochlorothiazide Oral Product"",
  ""hydrochlorothiazide Pill""
]",,hydrochlorothiazide
54458088110,atorvastatin 40 mg oral tablet,generic,"[
  ""atorvastatin 40 mg""
]","[
  ""atorvastatin""
]",[],40 MG,,40.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""atorvastatin Oral Product"",
  ""atorvastatin Pill""
]","[
  ""atorvastatin calcium trihydrate"",
  ""atorvastatin calcium propylene glycol solvate"",
  ""atorvastatin calcium anhydrous"",
  ""atorvastatin calcium""
]",atorvastatin
54458088116,atorvastatin 40 mg oral tablet,generic,"[
  ""atorvastatin 40 mg""
]","[
  ""atorvastatin""
]",[],40 MG,,40.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""atorvastatin Oral Product"",
  ""atorvastatin Pill""
]","[
  ""atorvastatin calcium trihydrate"",
  ""atorvastatin calcium propylene glycol solvate"",
  ""atorvastatin calcium anhydrous"",
  ""atorvastatin calcium""
]",atorvastatin
54458088816,clopidogrel 75 mg oral tablet,generic,"[
  ""clopidogrel 75 mg""
]","[
  ""clopidogrel""
]",[],75 MG,,75.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""clopidogrel Oral Product"",
  ""clopidogrel Pill""
]","[
  ""clopidogrel bisulfate""
]",clopidogrel
54458088910,citalopram 40 mg oral tablet,generic,"[
  ""citalopram 40 mg""
]","[
  ""citalopram""
]",[],40 MG,,40.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""citalopram Oral Product"",
  ""citalopram Pill""
]","[
  ""citalopram hydrobromide""
]",citalopram
54458089010,montelukast 10 mg oral tablet,generic,"[
  ""montelukast 10 mg""
]","[
  ""montelukast""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""montelukast Oral Product"",
  ""montelukast Pill""
]","[
  ""montelukast sodium""
]",montelukast
54458089110,escitalopram 20 mg oral tablet,generic,"[
  ""escitalopram 20 mg""
]","[
  ""escitalopram""
]",[],20 MG,,20.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""escitalopram Oral Product"",
  ""escitalopram Pill""
]","[
  ""escitalopram oxalate""
]",escitalopram
54458089210,escitalopram 10 mg oral tablet,generic,"[
  ""escitalopram 10 mg""
]","[
  ""escitalopram""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""escitalopram Oral Product"",
  ""escitalopram Pill""
]","[
  ""escitalopram oxalate""
]",escitalopram
54458089216,escitalopram 10 mg oral tablet,generic,"[
  ""escitalopram 10 mg""
]","[
  ""escitalopram""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""escitalopram Oral Product"",
  ""escitalopram Pill""
]","[
  ""escitalopram oxalate""
]",escitalopram
54458092516,pravastatin sodium 40 mg oral tablet,generic,"[
  ""pravastatin sodium 40 mg""
]","[
  ""pravastatin""
]",[],40 MG,,40.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""pravastatin Oral Product"",
  ""pravastatin Pill""
]","[
  ""pravastatin sodium""
]",pravastatin
54458092610,pravastatin sodium 20 mg oral tablet,generic,"[
  ""pravastatin sodium 20 mg""
]","[
  ""pravastatin""
]",[],20 MG,,20.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""pravastatin Oral Product"",
  ""pravastatin Pill""
]","[
  ""pravastatin sodium""
]",pravastatin
