CODE,CODE_ORIG,CODE_DESCRIPTION
O9089,O90.89,"Other complications of the puerperium, not elsewhere classified"
O925,O92.5,Suppressed lactation
O926,O92.6,Galactorrhea
O9279,O92.79,Other disorders of lactation
O99,O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"
O99012,O99.012,"Anemia complicating pregnancy, second trimester"
O99013,O99.013,"Anemia complicating pregnancy, third trimester"
O99111,O99.111,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, first trimester"
O99113,O99.113,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, third trimester"
O9912,O99.12,Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating childbirth
O99210,O99.210,"Obesity complicating pregnancy, unspecified trimester"
O99211,O99.211,"Obesity complicating pregnancy, first trimester"
O99212,O99.212,"Obesity complicating pregnancy, second trimester"
O99213,O99.213,"Obesity complicating pregnancy, third trimester"
O99214,O99.214,Obesity complicating childbirth
O99281,O99.281,"Endocrine, nutritional and metabolic diseases complicating pregnancy, first trimester"
O99282,O99.282,"Endocrine, nutritional and metabolic diseases complicating pregnancy, second trimester"
O99283,O99.283,"Endocrine, nutritional and metabolic diseases complicating pregnancy, third trimester"
O99284,O99.284,"Endocrine, nutritional and metabolic diseases complicating childbirth"
O99285,O99.285,"Endocrine, nutritional and metabolic diseases complicating the puerperium"
O99321,O99.321,"Drug use complicating pregnancy, first trimester"
O99332,O99.332,"Smoking (tobacco) complicating pregnancy, second trimester"
O99334,O99.334,Smoking (tobacco) complicating childbirth
O99341,O99.341,"Other mental disorders complicating pregnancy, first trimester"
O99342,O99.342,"Other mental disorders complicating pregnancy, second trimester"
O99343,O99.343,"Other mental disorders complicating pregnancy, third trimester"
O99344,O99.344,Other mental disorders complicating childbirth
O99345,O99.345,Other mental disorders complicating the puerperium
O99511,O99.511,"Diseases of the respiratory system complicating pregnancy, first trimester"
O99512,O99.512,"Diseases of the respiratory system complicating pregnancy, second trimester"
O99513,O99.513,"Diseases of the respiratory system complicating pregnancy, third trimester"
O9952,O99.52,Diseases of the respiratory system complicating childbirth
O9953,O99.53,Diseases of the respiratory system complicating the puerperium
O99613,O99.613,"Diseases of the digestive system complicating pregnancy, third trimester"
O9962,O99.62,Diseases of the digestive system complicating childbirth
O9963,O99.63,Diseases of the digestive system complicating the puerperium
O9972,O99.72,Diseases of the skin and subcutaneous tissue complicating childbirth
O99824,O99.824,Streptococcus B carrier state complicating childbirth
O9989,O99.89,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
O9A213,O9A.213,"Injury, poisoning and certain other consequences of external causes complicating pregnancy, third trimester"
O9A23,O9A.23,"Injury, poisoning and certain other consequences of external causes complicating the puerperium"
O9A312,O9A.312,"Physical abuse complicating pregnancy, second trimester"
Q046,Q04.6,Congenital cerebral cysts
Q059,Q05.9,"Spina bifida, unspecified"
Q0700,Q07.00,Arnold-Chiari syndrome without spina bifida or hydrocephalus
Q149,Q14.9,"Congenital malformation of posterior segment of eye, unspecified"
Q181,Q18.1,Preauricular sinus and cyst
Q211,Q21.1,Atrial septal defect
Q213,Q21.3,Tetralogy of Fallot
Q231,Q23.1,Congenital insufficiency of aortic valve
Q245,Q24.5,Malformation of coronary vessels
Q251,Q25.1,Coarctation of aorta
Q261,Q26.1,Persistent left superior vena cava
R402142,R40.2142,"Coma scale, eyes open, spontaneous, at arrival to emergency department"
R402143,R40.2143,"Coma scale, eyes open, spontaneous, at hospital admission"
R402212,R40.2212,"Coma scale, best verbal response, none, at arrival to emergency department"
R402213,R40.2213,"Coma scale, best verbal response, none, at hospital admission"
R402353,R40.2353,"Coma scale, best motor response, localizes pain, at hospital admission"
R402362,R40.2362,"Coma scale, best motor response, obeys commands, at arrival to emergency department"
R40241,R40.241,Glasgow coma scale score 13-15
R402411,R40.2411,"Glasgow coma scale score 13-15, in the field [EMT or ambulance]"
R403,R40.3,Persistent vegetative state
R404,R40.4,Transient alteration of awareness
R410,R41.0,"Disorientation, unspecified"
R412,R41.2,Retrograde amnesia
R413,R41.3,Other amnesia
R414,R41.4,Neurologic neglect syndrome
R4181,R41.81,Age-related cognitive decline
R4182,R41.82,"Altered mental status, unspecified"
R41840,R41.840,Attention and concentration deficit
R41841,R41.841,Cognitive communication deficit
R41842,R41.842,Visuospatial deficit
R41844,R41.844,Frontal lobe and executive function deficit
R4189,R41.89,Other symptoms and signs involving cognitive functions and awareness
R419,R41.9,Unspecified symptoms and signs involving cognitive functions and awareness
R42,R42,Dizziness and giddiness
R430,R43.0,Anosmia
R432,R43.2,Parageusia
R438,R43.8,Other disturbances of smell and taste
R441,R44.1,Visual hallucinations
R442,R44.2,Other hallucinations
R443,R44.3,"Hallucinations, unspecified"
R450,R45.0,Nervousness
R451,R45.1,Restlessness and agitation
R454,R45.4,Irritability and anger
R4586,R45.86,Emotional lability
R4589,R45.89,Other symptoms and signs involving emotional state
R4701,R47.01,Aphasia
R4702,R47.02,Dysphasia
R471,R47.1,Dysarthria and anarthria
R4781,R47.81,Slurred speech
R4789,R47.89,Other speech disturbances
R479,R47.9,Unspecified speech disturbances
R481,R48.1,Agnosia
R482,R48.2,Apraxia
R488,R48.8,Other symbolic dysfunctions
R489,R48.9,Unspecified symbolic dysfunctions
R490,R49.0,Dysphonia
R5081,R50.81,Fever presenting with conditions classified elsewhere
R5082,R50.82,Postprocedural fever
R509,R50.9,"Fever, unspecified"
R51,R51,Headache
R519,R51.9,"Headache, unspecified"
R52,R52,"Pain, unspecified"
R53,R53,Malaise and fatigue
R531,R53.1,Weakness
R5381,R53.81,Other malaise
R5382,R53.82,"Chronic fatigue, unspecified"
R5383,R53.83,Other fatigue
R54,R54,Age-related physical debility
R55,R55,Syncope and collapse
R561,R56.1,Post traumatic seizures
R569,R56.9,Unspecified convulsions
R570,R57.0,Cardiogenic shock
R571,R57.1,Hypovolemic shock
R578,R57.8,Other shock
R579,R57.9,"Shock, unspecified"
R58,R58,"Hemorrhage, not elsewhere classified"
R590,R59.0,Localized enlarged lymph nodes
R591,R59.1,Generalized enlarged lymph nodes
R599,R59.9,"Enlarged lymph nodes, unspecified"
R600,R60.0,Localized edema
R601,R60.1,Generalized edema
R609,R60.9,"Edema, unspecified"
R61,R61,Generalized hyperhidrosis
R620,R62.0,Delayed milestone in childhood
R6250,R62.50,Unspecified lack of expected normal physiological development in childhood
R6259,R62.59,Other lack of expected normal physiological development in childhood
R630,R63.0,Anorexia
R631,R63.1,Polydipsia
R632,R63.2,Polyphagia
R633,R63.3,Feeding difficulties
R634,R63.4,Abnormal weight loss
R635,R63.5,Abnormal weight gain
R636,R63.6,Underweight
R638,R63.8,Other symptoms and signs concerning food and fluid intake
R64,R64,Cachexia
R6510,R65.10,Systemic inflammatory response syndrome (SIRS) of non-infectious origin without acute organ dysfunction
R6511,R65.11,Systemic inflammatory response syndrome (SIRS) of non-infectious origin with acute organ dysfunction
R6520,R65.20,Severe sepsis without septic shock
R6521,R65.21,Severe sepsis with septic shock
R680,R68.0,"Hypothermia, not associated with low environmental temperature"
R682,R68.2,"Dry mouth, unspecified"
R6881,R68.81,Early satiety
R6882,R68.82,Decreased libido
R6883,R68.83,Chills (without fever)
R6884,R68.84,Jaw pain
R6889,R68.89,Other general symptoms and signs
R69,R69,"Illness, unspecified"
R700,R70.0,Elevated erythrocyte sedimentation rate
R718,R71.8,Other abnormality of red blood cells
R7301,R73.01,Impaired fasting glucose
R7302,R73.02,Impaired glucose tolerance (oral)
R7303,R73.03,Prediabetes
R7309,R73.09,Other abnormal glucose
R739,R73.9,"Hyperglycemia, unspecified"
R740,R74.0,Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]
R7401,R74.01,Elevation of levels of liver transaminase levels
R7402,R74.02,Elevation of levels of lactic acid dehydrogenase [LDH]
R748,R74.8,Abnormal levels of other serum enzymes
R749,R74.9,"Abnormal serum enzyme level, unspecified"
R760,R76.0,Raised antibody titer
R7611,R76.11,Nonspecific reaction to tuberculin skin test without active tuberculosis
R7612,R76.12,Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis
R768,R76.8,Other specified abnormal immunological findings in serum
R769,R76.9,"Abnormal immunological finding in serum, unspecified"
R770,R77.0,Abnormality of albumin
R771,R77.1,Abnormality of globulin
R778,R77.8,Other specified abnormalities of plasma proteins
R7871,R78.71,Abnormal lead level in blood
R7881,R78.81,Bacteremia
R7889,R78.89,"Finding of other specified substances, not normally found in blood"
R790,R79.0,Abnormal level of blood mineral
R791,R79.1,Abnormal coagulation profile
R7981,R79.81,Abnormal blood-gas level
R7982,R79.82,Elevated C-reactive protein (CRP)
R7989,R79.89,Other specified abnormal findings of blood chemistry
R799,R79.9,"Abnormal finding of blood chemistry, unspecified"
R801,R80.1,"Persistent proteinuria, unspecified"
R808,R80.8,Other proteinuria
R809,R80.9,"Proteinuria, unspecified"
R81,R81,Glycosuria
R822,R82.2,Biliuria
R824,R82.4,Acetonuria
R825,R82.5,"Elevated urine levels of drugs, medicaments and biological substances"
R8271,R82.71,Bacteriuria
R8279,R82.79,Other abnormal findings on microbiological examination of urine
R8290,R82.90,Unspecified abnormal findings in urine
R8299,R82.99,Other abnormal findings in urine
R82998,R82.998,Other abnormal findings in urine
R836,R83.6,Abnormal cytological findings in cerebrospinal fluid
R838,R83.8,Other abnormal findings in cerebrospinal fluid
R839,R83.9,Unspecified abnormal finding in cerebrospinal fluid
R84,R84,Abnormal findings in specimens from respiratory organs and thorax
R846,R84.6,Abnormal cytological findings in specimens from respiratory organs and thorax
R857,R85.7,Abnormal histological findings in specimens from digestive organs and abdominal cavity
R8589,R85.89,Other abnormal findings in specimens from digestive organs and abdominal cavity
R859,R85.9,Unspecified abnormal finding in specimens from digestive organs and abdominal cavity
R868,R86.8,Other abnormal findings in specimens from male genital organs
R869,R86.9,Unspecified abnormal finding in specimens from male genital organs
R875,R87.5,Abnormal microbiological findings in specimens from female genital organs
R87610,R87.610,Atypical squamous cells of undetermined significance on cytologic smear of cervix (ASC-US)
R87611,R87.611,Atypical squamous cells cannot exclude high grade squamous intraepithelial lesion on cytologic smear of cervix (ASC-H)
R87612,R87.612,Low grade squamous intraepithelial lesion on cytologic smear of cervix (LGSIL)
R87613,R87.613,High grade squamous intraepithelial lesion on cytologic smear of cervix (HGSIL)
R87615,R87.615,Unsatisfactory cytologic smear of cervix
R87618,R87.618,Other abnormal cytological findings on specimens from cervix uteri
R87619,R87.619,Unspecified abnormal cytological findings in specimens from cervix uteri
R87810,R87.810,Cervical high risk human papillomavirus (HPV) DNA test positive
R87811,R87.811,Vaginal high risk human papillomavirus (HPV) DNA test positive
R8789,R87.89,Other abnormal findings in specimens from female genital organs
R892,R89.2,"Abnormal level of other drugs, medicaments and biological substances in specimens from other organs, systems and tissues"
R899,R89.9,"Unspecified abnormal finding in specimens from other organs, systems and tissues"
R9082,R90.82,"White matter disease, unspecified"
R9089,R90.89,Other abnormal findings on diagnostic imaging of central nervous system
R911,R91.1,Solitary pulmonary nodule
R918,R91.8,Other nonspecific abnormal finding of lung field
R920,R92.0,Mammographic microcalcification found on diagnostic imaging of breast
R921,R92.1,Mammographic calcification found on diagnostic imaging of breast
R922,R92.2,Inconclusive mammogram
R928,R92.8,Other abnormal and inconclusive findings on diagnostic imaging of breast
R930,R93.0,"Abnormal findings on diagnostic imaging of skull and head, not elsewhere classified"
R931,R93.1,Abnormal findings on diagnostic imaging of heart and coronary circulation
R932,R93.2,Abnormal findings on diagnostic imaging of liver and biliary tract
R933,R93.3,Abnormal findings on diagnostic imaging of other parts of digestive tract
R934,R93.4,Abnormal findings on diagnostic imaging of urinary organs
R9341,R93.41,"Abnormal radiologic findings on diagnostic imaging of renal pelvis, ureter, or bladder"
R93421,R93.421,Abnormal radiologic findings on diagnostic imaging of right kidney
R93422,R93.422,Abnormal radiologic findings on diagnostic imaging of left kidney
R93429,R93.429,Abnormal radiologic findings on diagnostic imaging of unspecified kidney
R935,R93.5,"Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum"
R936,R93.6,Abnormal findings on diagnostic imaging of limbs
R937,R93.7,Abnormal findings on diagnostic imaging of other parts of musculoskeletal system
R938,R93.8,Abnormal findings on diagnostic imaging of other specified body structures
R9389,R93.89,Abnormal findings on diagnostic imaging of other specified body structures
R939,R93.9,Diagnostic imaging inconclusive due to excess body fat of patient
R9401,R94.01,Abnormal electroencephalogram [EEG]
R9409,R94.09,Abnormal results of other function studies of central nervous system
